Week_Number,Week_Start,Week_End,Lookback_Start,Lookback_End,Information_Cutoff,Actual_Lookback_Days,Target_Lookback_Days,Trading_Days,Target_Trading_Days,Num_Selected_Pairs,Num_Filtered_Pairs,Pairs,Weekly_Profit_%,Transaction_Costs,Data_Coverage_%
43,2021-10-22,2021-10-28,2020-11-04,2021-10-21,2021-10-21,239,252,5,5,31,31,"['ADA-XMR', 'XRP-ADA', 'BCH-AAVE', 'BTC-AAVE', 'DASH-AAVE', 'AAVE-LINK', 'XLM-AAVE', 'XLM-BCH', 'BCH-XMR', 'DASH-EOS', 'DASH-LINK', 'XLM-DASH', 'DOGE-MATIC', 'DOGE-XMR', 'FIL-EOS', 'EOS-XMR', 'EOS-ZCASH', 'XRP-ETC', 'ETH-XMR', 'XLM-FIL', 'FIL-XMR', 'FIL-ZCASH', 'LTC-LINK', 'XLM-LINK', 'LINK-ZCASH', 'XLM-LTC', 'MATIC-XMR', 'TRX-XMR', 'VET-XMR', 'XRP-VET', 'ZCASH-XMR']",-1.4930009841918945,0.031,94.84126984126983
44,2021-10-29,2021-11-04,2020-11-11,2021-10-28,2021-10-28,240,252,5,5,34,33,"['ADA-XMR', 'ADA-XRP', 'BCH-AAVE', 'BTC-AAVE', 'LINK-AAVE', 'XLM-AAVE', 'BCH-LTC', 'XLM-BCH', 'XMR-BCH', 'LINK-BTC', 'DASH-EOS', 'DASH-LINK', 'DASH-LTC', 'XLM-DASH', 'DOGE-MATIC', 'XMR-DOGE', 'FIL-EOS', 'EOS-XMR', 'EOS-ZCASH', 'XMR-ETC', 'TRX-ETH', 'XMR-ETH', 'FIL-LTC', 'XLM-FIL', 'FIL-XMR', 'FIL-ZCASH', 'LINK-LTC', 'XLM-LINK', 'LINK-ZCASH', 'XLM-LTC', 'TRX-XMR', 'VET-XMR', 'XMR-ZCASH']",0.2022862434387207,0.033,95.23809523809523
45,2021-11-05,2021-11-11,2020-11-18,2021-11-04,2021-11-04,240,252,5,5,36,29,"['XLM-ADA', 'XMR-ADA', 'XLM-BCH', 'XMR-BCH', 'BTC-LINK', 'XLM-BTC', 'EOS-DASH', 'LINK-DASH', 'XLM-DASH', 'MATIC-DOGE', 'XLM-DOGE', 'DOGE-XMR', 'XLM-ETC', 'XMR-ETC', 'TRX-ETH', 'XLM-FIL', 'FIL-XMR', 'FIL-ZCASH', 'LTC-LINK', 'XLM-LINK', 'LINK-ZCASH', 'XLM-LTC', 'XLM-MATIC', 'XMR-MATIC', 'XLM-TRX', 'TRX-XMR', 'XLM-VET', 'XMR-VET', 'ZCASH-XMR']",-0.382155179977417,0.029,95.23809523809523
46,2021-11-12,2021-11-18,2020-11-25,2021-11-11,2021-11-11,240,252,5,5,29,29,"['XMR-ADA', 'AAVE-XLM', 'EOS-BCH', 'XMR-BCH', 'BTC-LINK', 'EOS-DASH', 'DASH-LINK', 'XLM-DASH', 'EOS-DOGE', 'DOGE-MATIC', 'XMR-DOGE', 'FIL-EOS', 'EOS-VET', 'XMR-EOS', 'EOS-ZCASH', 'XMR-ETC', 'TRX-ETH', 'XRP-ETH', 'FIL-XMR', 'LINK-LTC', 'LINK-XLM', 'LINK-ZCASH', 'XLM-LTC', 'XMR-MATIC', 'TRX-VET', 'XMR-TRX', 'TRX-XRP', 'XMR-VET', 'XMR-XRP']",1.0828614234924316,0.029,95.23809523809523
47,2021-11-19,2021-11-25,2020-12-02,2021-11-18,2021-11-18,240,252,5,5,34,17,"['XLM-AAVE', 'EOS-DASH', 'LINK-DASH', 'LTC-DASH', 'XLM-DASH', 'FIL-EOS', 'XMR-EOS', 'ZCASH-EOS', 'XMR-ETC', 'XRP-ETC', 'TRX-ETH', 'XRP-ETH', 'XMR-MATIC', 'XRP-MATIC', 'VET-TRX', 'XMR-TRX', 'XRP-TRX']",-1.0524570941925049,0.017,95.23809523809523
48,2021-11-26,2021-12-02,2020-12-09,2021-11-25,2021-11-25,240,252,5,5,28,28,"['ADA-XMR', 'ADA-XRP', 'AAVE-XLM', 'BCH-EOS', 'BCH-XMR', 'DASH-LINK', 'DASH-LTC', 'DASH-XLM', 'DOGE-MATIC', 'DOGE-XMR', 'XRP-DOGE', 'EOS-FIL', 'ETC-XMR', 'TRX-ETH', 'XRP-ETH', 'LTC-FIL', 'FIL-XMR', 'LINK-LTC', 'LINK-XLM', 'XLM-LTC', 'MATIC-XMR', 'XRP-MATIC', 'TRX-VET', 'TRX-XMR', 'XRP-TRX', 'VET-XMR', 'XRP-VET', 'XMR-XRP']",-1.1397302150726318,0.028,95.23809523809523
49,2021-12-03,2021-12-09,2020-12-16,2021-12-02,2021-12-02,240,252,5,5,24,18,"['AAVE-XLM', 'DASH-EOS', 'LINK-DASH', 'DASH-XLM', 'DOGE-MATIC', 'DOGE-XMR', 'FIL-EOS', 'EOS-XMR', 'ETC-XMR', 'XRP-ETH', 'FIL-XLM', 'FIL-XMR', 'XRP-MATIC', 'VET-TRX', 'TRX-XMR', 'XRP-TRX', 'VET-XMR', 'XRP-XMR']",-1.5180230140686035,0.018000000000000002,95.23809523809523
50,2021-12-10,2021-12-16,2020-12-23,2021-12-09,2021-12-09,240,252,5,5,28,28,"['XMR-ADA', 'ADA-XRP', 'XLM-AAVE', 'BCH-EOS', 'XMR-BCH', 'DASH-EOS', 'LINK-DASH', 'LTC-DASH', 'XLM-DASH', 'DOGE-ETC', 'MATIC-DOGE', 'XMR-DOGE', 'FIL-EOS', 'LINK-EOS', 'ETC-XLM', 'FIL-LINK', 'LTC-FIL', 'XLM-FIL', 'XMR-FIL', 'LTC-LINK', 'XLM-LINK', 'LTC-XLM', 'MATIC-XLM', 'VET-TRX', 'TRX-XRP', 'XMR-VET', 'VET-XRP', 'XMR-XRP']",-0.717085599899292,0.028,95.23809523809523
51,2021-12-17,2021-12-23,2020-12-30,2021-12-16,2021-12-16,240,252,5,5,34,32,"['XLM-ADA', 'ADA-XMR', 'DASH-AAVE', 'XLM-AAVE', 'EOS-BCH', 'XLM-BCH', 'BCH-XMR', 'XLM-BTC', 'EOS-DASH', 'DASH-LINK', 'DASH-LTC', 'XLM-DASH', 'ETC-DOGE', 'MATIC-DOGE', 'XLM-DOGE', 'XLM-ETC', 'XLM-ETH', 'LINK-FIL', 'XLM-FIL', 'XMR-FIL', 'LTC-LINK', 'XLM-LINK', 'XLM-LTC', 'LTC-ZCASH', 'XLM-MATIC', 'TRX-VET', 'TRX-XLM', 'TRX-XRP', 'XLM-VET', 'XMR-VET', 'XRP-VET', 'XRP-XMR']",-0.6271898746490479,0.032,95.23809523809523
52,2021-12-24,2021-12-30,2021-01-06,2021-12-23,2021-12-23,240,252,5,5,21,11,"['BTC-ZCASH', 'ETC-DOGE', 'EOS-FIL', 'ETC-TRX', 'ETC-XMR', 'FIL-XMR', 'LINK-LTC', 'LINK-XLM', 'VET-XMR', 'VET-XRP', 'ZCASH-VET']",-2.7360618114471436,0.011,95.23809523809523
