"Date","Price","Open","High","Low","Vol.","Change %"
"03/23/2020","2.2869","2.1347","2.3311","2.0785","308.98M","7.13%"
"03/22/2020","2.1346","2.2733","2.3762","2.1174","310.79M","-6.10%"
"03/21/2020","2.2733","2.2024","2.3491","2.1125","365.49M","3.22%"
"03/20/2020","2.2024","2.2784","2.5003","1.9360","497.55M","-3.43%"
"03/19/2020","2.2807","1.9986","2.3885","1.9713","434.67M","14.11%"
"03/18/2020","1.9986","1.9730","2.0052","1.8759","327.18M","1.29%"
"03/17/2020","1.9731","1.8913","2.0247","1.8737","317.90M","4.32%"
"03/16/2020","1.8913","2.0465","2.0533","1.7260","472.69M","-7.58%"
"03/15/2020","2.0464","1.9617","2.1347","1.9406","362.44M","4.31%"
"03/14/2020","1.9617","2.1087","2.1265","1.9336","490.46M","-7.08%"
"03/13/2020","2.1111","1.7755","2.2559","1.3956","1.24B","18.73%"
"03/12/2020","1.7781","3.0655","3.0797","1.7171","865.45M","-41.99%"
"03/11/2020","3.0652","3.0724","3.1163","2.8517","201.90M","-0.21%"
"03/10/2020","3.0716","3.0618","3.1525","3.0030","218.40M","0.32%"
"03/09/2020","3.0619","3.0415","3.1619","2.8541","374.14M","0.69%"
"03/08/2020","3.0407","3.6428","3.6428","3.0013","339.65M","-16.53%"
"03/07/2020","3.6429","3.8355","3.8388","3.6218","189.53M","-5.02%"
"03/06/2020","3.8355","3.7661","3.8506","3.7202","214.45M","1.85%"
"03/05/2020","3.7658","3.5930","3.8369","3.5893","229.56M","4.81%"
"03/04/2020","3.5929","3.6277","3.6713","3.5257","178.45M","-0.97%"
"03/03/2020","3.6283","3.7106","3.7184","3.5598","202.91M","-2.27%"
"03/02/2020","3.7127","3.5113","3.7618","3.4954","217.37M","5.67%"
"03/01/2020","3.5133","3.5151","3.6483","3.4258","220.46M","-0.03%"
"02/29/2020","3.5145","3.5141","3.6585","3.5052","221.96M","0.01%"
"02/28/2020","3.5142","3.6156","3.6802","3.3592","288.94M","-2.85%"
"02/27/2020","3.6172","3.5354","3.7329","3.3996","311.25M","2.32%"
"02/26/2020","3.5353","4.0879","4.1123","3.3429","400.20M","-13.52%"
"02/25/2020","4.0879","4.1267","4.2327","3.9296","298.84M","-0.94%"
"02/24/2020","4.1267","4.3815","4.3970","3.9256","267.19M","-5.85%"
"02/23/2020","4.3831","4.1020","4.3976","4.0863","223.33M","6.78%"
"02/22/2020","4.1048","4.0557","4.1538","3.9813","184.95M","1.21%"
"02/21/2020","4.0557","3.9996","4.1855","3.9561","249.10M","1.39%"
"02/20/2020","4.0002","3.9977","4.0750","3.8180","328.23M","0.06%"
"02/19/2020","3.9976","4.5813","4.6022","3.6785","281.77M","-12.74%"
"02/18/2020","4.5813","4.3482","4.6498","4.2544","263.33M","5.36%"
"02/17/2020","4.3482","4.3851","4.4068","4.0343","393.44M","-0.85%"
"02/16/2020","4.3857","4.7395","4.8655","4.0413","467.71M","-7.46%"
"02/15/2020","4.7394","5.3743","5.3917","4.5277","425.18M","-11.81%"
"02/14/2020","5.3742","5.3653","5.4421","5.2416","222.77M","0.16%"
"02/13/2020","5.3655","5.3304","5.4979","5.1822","289.98M","0.66%"
"02/12/2020","5.3303","5.2472","5.4579","5.2451","259.33M","1.58%"
"02/11/2020","5.2472","4.8950","5.3127","4.7967","237.82M","7.20%"
"02/10/2020","4.8949","5.0095","5.0315","4.7395","250.39M","-2.29%"
"02/09/2020","5.0095","4.7645","5.0421","4.7634","226.13M","5.14%"
"02/08/2020","4.7646","4.5940","4.8337","4.4360","212.30M","3.71%"
"02/07/2020","4.5944","4.6025","4.6960","4.5145","225.83M","-0.17%"
"02/06/2020","4.6023","4.5294","4.6696","4.4507","246.55M","1.61%"
"02/05/2020","4.5292","4.2289","4.5842","4.1796","232.39M","7.10%"
"02/04/2020","4.2289","4.2012","4.2693","4.2012","181.61M","0.66%"
"02/03/2020","4.2011","4.2151","4.3655","4.1417","187.13M","-0.34%"
"02/02/2020","4.2154","4.1519","4.3237","4.0497","199.04M","1.53%"
"02/01/2020","4.1519","4.1416","4.2619","4.0696","181.15M","0.26%"
"01/31/2020","4.1412","4.3230","4.3646","4.0272","257.93M","-4.21%"
"01/30/2020","4.3230","3.9702","4.3938","3.8964","326.11M","8.88%"
"01/29/2020","3.9703","4.0410","4.1151","3.9629","239.47M","-1.73%"
"01/28/2020","4.0403","3.9620","4.1252","3.8806","263.92M","1.98%"
"01/27/2020","3.9619","3.6466","4.0566","3.6459","274.85M","8.64%"
"01/26/2020","3.6466","3.5019","3.6630","3.4348","160.67M","4.13%"
"01/25/2020","3.5018","3.6341","3.6372","3.5004","135.36M","-3.64%"
"01/24/2020","3.6340","3.5712","3.7018","3.3570","252.63M","1.76%"
"01/23/2020","3.5713","3.6528","3.6543","3.5004","225.37M","-2.24%"
"01/22/2020","3.6529","3.6511","3.7375","3.5891","160.96M","0.05%"
"01/21/2020","3.6511","3.6183","3.6845","3.5611","147.86M","0.91%"
"01/20/2020","3.6183","3.6126","3.6987","3.4907","192.63M","0.15%"
"01/19/2020","3.6129","3.8031","3.9348","3.4426","336.63M","-5.00%"
"01/18/2020","3.8031","3.9137","4.0025","3.7080","323.63M","-2.85%"
"01/17/2020","3.9146","3.8330","4.0665","3.7550","380.74M","2.13%"
"01/16/2020","3.8331","3.7701","3.9440","3.5402","307.40M","1.65%"
"01/15/2020","3.7707","3.8175","3.9416","3.5728","421.36M","-1.34%"
"01/14/2020","3.8218","3.1050","4.0420","3.1050","504.75M","23.08%"
"01/13/2020","3.1051","3.2113","3.2113","3.0689","159.90M","-3.31%"
"01/12/2020","3.2113","2.9928","3.2263","2.9359","217.67M","7.30%"
"01/11/2020","2.9929","2.9835","3.1258","2.9381","219.68M","0.38%"
"01/10/2020","2.9816","2.7441","2.9979","2.6575","257.54M","8.65%"
"01/09/2020","2.7442","2.7755","2.7980","2.6967","142.15M","-1.13%"
"01/08/2020","2.7755","2.8466","2.9616","2.7155","237.25M","-2.50%"
"01/07/2020","2.8467","2.8490","2.8841","2.7561","212.52M","-0.08%"
"01/06/2020","2.8490","2.6860","2.8570","2.6800","211.38M","6.07%"
"01/05/2020","2.6860","2.6476","2.7749","2.6467","190.19M","1.47%"
"01/04/2020","2.6472","2.6363","2.6611","2.6204","157.82M","0.42%"
"01/03/2020","2.6363","2.4585","2.6561","2.4324","220.81M","7.24%"
"01/02/2020","2.4583","2.6030","2.6097","2.4290","175.83M","-5.57%"
"01/01/2020","2.6033","2.5839","2.6382","2.5753","146.14M","0.75%"
"12/31/2019","2.5839","2.6265","2.6489","2.5670","167.46M","-1.61%"
"12/30/2019","2.6262","2.6856","2.7194","2.6025","179.69M","-2.20%"
"12/29/2019","2.6853","2.6268","2.7139","2.6172","179.63M","2.24%"
"12/28/2019","2.6266","2.5697","2.6671","2.5669","215.86M","2.21%"
"12/27/2019","2.5699","2.5177","2.5892","2.5087","211.94M","2.07%"
"12/26/2019","2.5177","2.4799","2.6320","2.4646","231.64M","1.52%"
"12/25/2019","2.4799","2.5418","2.5473","2.4562","198.30M","-2.44%"
"12/24/2019","2.5420","2.5138","2.5692","2.4795","259.48M","1.10%"
"12/23/2019","2.5142","2.5340","2.5989","2.4977","277.47M","-0.75%"
"12/22/2019","2.5332","2.4427","2.5475","2.4355","209.25M","3.72%"
"12/21/2019","2.4424","2.4874","2.4876","2.4296","131.95M","-1.81%"
"12/20/2019","2.4874","2.4500","2.5418","2.4205","186.28M","1.53%"
"12/19/2019","2.4500","2.4579","2.4971","2.3998","256.43M","-0.32%"
"12/18/2019","2.4580","2.1947","2.5047","2.1622","381.65M","12.00%"
"12/17/2019","2.1946","2.3703","2.3708","2.1540","392.17M","-7.42%"
"12/16/2019","2.3704","2.5629","2.5662","2.2926","299.84M","-7.51%"
"12/15/2019","2.5630","2.5654","2.5908","2.5394","136.05M","-0.09%"
"12/14/2019","2.5652","2.6248","2.6295","2.5495","151.87M","-2.27%"
"12/13/2019","2.6248","2.5827","2.6410","2.5737","154.75M","1.63%"
"12/12/2019","2.5827","2.5767","2.6144","2.5127","205.30M","0.23%"
"12/11/2019","2.5767","2.6033","2.6207","2.5489","142.51M","-1.03%"
"12/10/2019","2.6034","2.6567","2.6640","2.5761","169.70M","-2.00%"
"12/09/2019","2.6567","2.7399","2.7484","2.6156","166.41M","-3.04%"
"12/08/2019","2.7398","2.7196","2.7661","2.6912","118.00M","0.74%"
"12/07/2019","2.7196","2.7256","2.7495","2.7067","123.02M","-0.22%"
"12/06/2019","2.7256","2.6823","2.7409","2.6619","164.47M","1.61%"
"12/05/2019","2.6824","2.6278","2.7027","2.6199","176.42M","2.06%"
"12/04/2019","2.6284","2.6941","2.7527","2.5680","292.44M","-2.44%"
"12/03/2019","2.6941","2.6748","2.7381","2.6486","170.20M","0.72%"
"12/02/2019","2.6748","2.7742","2.7919","2.6506","197.22M","-3.58%"
"12/01/2019","2.7742","2.7478","2.8483","2.6597","214.01M","0.96%"
"11/30/2019","2.7478","2.7922","2.8148","2.7199","159.90M","-1.59%"
"11/29/2019","2.7922","2.6253","2.8244","2.6209","234.06M","6.36%"
"11/28/2019","2.6253","2.6766","2.6931","2.5966","168.67M","-1.92%"
"11/27/2019","2.6767","2.6111","2.7391","2.4894","297.64M","2.51%"
"11/26/2019","2.6112","2.5177","2.6318","2.5164","250.96M","3.70%"
"11/25/2019","2.5179","2.4125","2.6122","2.3326","381.83M","4.36%"
"11/24/2019","2.4127","2.6759","2.6972","2.3686","293.61M","-9.84%"
"11/23/2019","2.6759","2.6249","2.7146","2.5739","217.09M","1.94%"
"11/22/2019","2.6249","2.8188","2.8450","2.4600","464.65M","-6.88%"
"11/21/2019","2.8188","3.0800","3.1187","2.7576","288.19M","-8.51%"
"11/20/2019","3.0810","3.1203","3.1501","3.0481","174.67M","-1.25%"
"11/19/2019","3.1201","3.1829","3.1954","3.0281","218.06M","-1.98%"
"11/18/2019","3.1832","3.3935","3.4003","3.0295","210.15M","-6.19%"
"11/17/2019","3.3934","3.3736","3.4368","3.3196","127.17M","0.58%"
"11/16/2019","3.3738","3.3312","3.3998","3.3170","115.10M","1.28%"
"11/15/2019","3.3312","3.3958","3.4904","3.2832","188.68M","-1.91%"
"11/14/2019","3.3959","3.4690","3.4798","3.3509","150.59M","-2.11%"
"11/13/2019","3.4690","3.4803","3.4966","3.4189","182.37M","-0.32%"
"11/12/2019","3.4801","3.4380","3.5216","3.4015","229.94M","1.25%"
"11/11/2019","3.4371","3.5802","3.5945","3.4126","187.11M","-4.00%"
"11/10/2019","3.5801","3.4894","3.6366","3.4512","196.43M","2.60%"
"11/09/2019","3.4893","3.4111","3.4986","3.4057","185.61M","2.29%"
"11/08/2019","3.4111","3.4676","3.5462","3.3540","253.62M","-1.63%"
"11/07/2019","3.4675","3.6037","3.6311","3.4303","209.24M","-3.77%"
"11/06/2019","3.6033","3.6166","3.6718","3.5567","204.68M","-0.35%"
"11/05/2019","3.6160","3.4401","3.6820","3.4143","274.27M","5.11%"
"11/04/2019","3.4401","3.2700","3.4890","3.2382","264.14M","5.20%"
"11/03/2019","3.2700","3.3202","3.3402","3.1980","166.63M","-1.51%"
"11/02/2019","3.3202","3.3428","3.3780","3.2952","182.31M","-0.68%"
"11/01/2019","3.3428","3.2506","3.3815","3.2020","235.50M","2.83%"
"10/31/2019","3.2508","3.2677","3.3171","3.1691","243.38M","-0.52%"
"10/30/2019","3.2677","3.4016","3.4194","3.1937","269.23M","-3.94%"
"10/29/2019","3.4016","3.2810","3.4543","3.2775","254.79M","3.68%"
"10/28/2019","3.2809","3.3273","3.5365","3.2532","301.58M","-1.39%"
"10/27/2019","3.3273","3.1331","3.4731","3.0694","326.70M","6.20%"
"10/26/2019","3.1331","3.1776","3.4742","2.7698","460.90M","-1.40%"
"10/25/2019","3.1776","2.7225","3.3106","2.7181","402.03M","16.73%"
"10/24/2019","2.7222","2.7161","2.7782","2.6552","204.25M","0.18%"
"10/23/2019","2.7174","2.8930","2.9077","2.5439","328.87M","-6.07%"
"10/22/2019","2.8931","2.9206","3.0173","2.8685","204.33M","-0.96%"
"10/21/2019","2.9210","2.9211","2.9646","2.8749","143.59M","0.00%"
"10/20/2019","2.9209","2.8674","2.9340","2.8261","137.45M","1.92%"
"10/19/2019","2.8660","2.8774","2.9177","2.8391","141.44M","-0.40%"
"10/18/2019","2.8776","2.9460","2.9511","2.7348","177.69M","-2.32%"
"10/17/2019","2.9460","2.9255","2.9603","2.8835","138.78M","0.70%"
"10/16/2019","2.9255","2.9615","2.9845","2.8575","174.39M","-1.22%"
"10/15/2019","2.9616","3.1619","3.1688","2.8569","179.87M","-6.33%"
"10/14/2019","3.1619","3.1026","3.1874","3.0950","156.27M","1.91%"
"10/13/2019","3.1025","3.0659","3.1317","3.0479","153.96M","1.19%"
"10/12/2019","3.0660","3.0584","3.1388","3.0426","127.86M","0.25%"
"10/11/2019","3.0584","3.1062","3.1827","3.0375","145.58M","-1.54%"
"10/10/2019","3.1062","3.2360","3.2442","3.0442","148.53M","-4.01%"
"10/09/2019","3.2360","3.1588","3.3010","3.1160","178.45M","2.43%"
"10/08/2019","3.1592","3.1799","3.2430","3.1142","142.73M","-0.66%"
